CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC1192	null	k141_29748	k141_29748_10	9352	11448	-	null
CGC1192	TC	k141_29748	k141_29748_11	11573	12367	-	TC|3.A.1.122.2
CGC1192	TC	k141_29748	k141_29748_12	12383	12805	-	TC|3.A.1.122.35
CGC1192	TC	k141_29748	k141_29748_13	12802	13482	-	TC|3.A.1.122.2
CGC1193	TC	k141_297611	k141_297611_1	1	1362	+	TC|4.A.1.2.11
CGC1193	CAZyme	k141_297611	k141_297611_2	1571	2719	+	CAZyme|GH140_e0
CGC1194	TC	k141_297696	k141_297696_1	1	246	+	TC|9.B.142.19.1
CGC1194	CAZyme	k141_297696	k141_297696_2	268	1428	+	CAZyme|GT4_e2189
CGC1194	CAZyme	k141_297696	k141_297696_3	1437	2162	+	CAZyme|GT26_e7
CGC1195	CAZyme	k141_29795	k141_29795_1	3	956	-	CAZyme|GT28_e1
CGC1195	TC	k141_29795	k141_29795_2	961	1518	-	TC|2.A.103.1.3
CGC1196	TC	k141_29849	k141_29849_1	3	797	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC1196	null	k141_29849	k141_29849_2	949	1458	-	null
CGC1196	TC	k141_29849	k141_29849_3	1470	2318	-	TC|3.A.1.24.6
CGC1197	TC	k141_298534	k141_298534_2	248	1090	+	TC|3.A.1.1.45
CGC1197	TC	k141_298534	k141_298534_3	1092	1925	+	TC|3.A.1.1.45
CGC1197	CAZyme	k141_298534	k141_298534_4	1943	2935	+	CAZyme|GH77_e18
CGC1198	CAZyme	k141_298601	k141_298601_8	6575	7708	+	CAZyme|GT119+TC|2.A.103.1.3
CGC1198	null	k141_298601	k141_298601_9	7853	8251	+	null
CGC1198	TC	k141_298601	k141_298601_10	8427	9161	+	TC|9.B.149.1.12
CGC1199	TC	k141_29882	k141_29882_4	1903	3879	-	TC|9.A.8.1.14
CGC1199	STP	k141_29882	k141_29882_5	3897	4109	-	STP|FeoA
CGC1199	CAZyme	k141_29882	k141_29882_6	4445	5392	-	CAZyme|CE4_e47
CGC1200	CAZyme	k141_298876	k141_298876_1	225	968	+	CAZyme|GT26_e39
CGC1200	TC	k141_298876	k141_298876_2	1038	1274	+	TC|9.B.146.1.4
CGC1201	CAZyme	k141_299126	k141_299126_35	32420	33751	-	CAZyme|GH8_e37
CGC1201	TC	k141_299126	k141_299126_36	33780	34520	-	TC|2.A.115.2.8
CGC1202	CAZyme	k141_299127	k141_299127_17	16813	18003	-	CAZyme|GH103_e0
CGC1202	TC	k141_299127	k141_299127_18	18154	18717	+	TC|4.A.4.1.1
CGC1202	TC	k141_299127	k141_299127_19	18714	19673	+	TC|4.A.4.1.1
CGC1202	TC	k141_299127	k141_299127_20	19684	20055	+	TC|4.A.4.1.1
CGC1203	TC	k141_299127	k141_299127_29	29998	30525	-	TC|5.A.3.11.1
CGC1203	TF	k141_299127	k141_299127_30	30674	31687	-	TF|LacI+TC|3.A.1.2.13+STP|Peripla_BP_3
CGC1203	TC	k141_299127	k141_299127_31	31944	33401	+	TC|4.A.1.2.3
CGC1203	TC	k141_299127	k141_299127_32	33410	34834	+	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC1203	null	k141_299127	k141_299127_33	34993	35463	-	null
CGC1203	null	k141_299127	k141_299127_34	35456	35866	-	null
CGC1203	TC	k141_299127	k141_299127_35	35863	36630	-	TC|3.D.1.9.2
CGC1203	TC	k141_299127	k141_299127_36	36630	37172	-	TC|3.D.1.9.2
CGC1203	TC	k141_299127	k141_299127_37	37182	38891	-	TC|3.D.1.9.2
CGC1203	TC	k141_299127	k141_299127_38	38909	39832	-	TC|3.D.1.9.2
CGC1203	TC	k141_299127	k141_299127_39	39835	41661	-	TC|3.D.1.9.2
CGC1203	TC	k141_299127	k141_299127_40	41658	42269	-	TC|3.D.1.9.2
CGC1203	null	k141_299127	k141_299127_41	42394	42855	-	null
CGC1203	TC	k141_299127	k141_299127_42	43067	43417	+	TC|3.D.7.2.5
CGC1203	null	k141_299127	k141_299127_43	43421	44293	+	null
CGC1203	TC	k141_299127	k141_299127_44	44284	44556	+	TC|3.D.7.2.5
CGC1203	TC	k141_299127	k141_299127_45	44556	45677	+	TC|3.D.7.1.5
CGC1203	null	k141_299127	k141_299127_46	45674	46684	+	null
CGC1203	TC	k141_299127	k141_299127_47	46758	48836	+	TC|3.A.23.1.1+STP|GAF
CGC1204	CAZyme	k141_299131	k141_299131_2	219	1187	+	CAZyme|GT2
CGC1204	CAZyme	k141_299131	k141_299131_3	1203	1961	+	CAZyme|GT2+TC|4.D.1.3.2
CGC1205	TC	k141_299144	k141_299144_114	113510	114436	+	TC|1.A.130.1.3
CGC1205	null	k141_299144	k141_299144_115	114475	114948	+	null
CGC1205	null	k141_299144	k141_299144_116	115052	117331	+	null
CGC1205	TC	k141_299144	k141_299144_117	117345	118790	+	TC|2.A.128.2.3
CGC1205	null	k141_299144	k141_299144_118	118792	120144	+	null
CGC1205	TC	k141_299144	k141_299144_119	120148	121152	+	TC|9.B.146.1.6
CGC1205	CAZyme	k141_299144	k141_299144_120	121174	122349	+	CAZyme|GT119+TC|2.A.103.1.3
CGC1205	CAZyme	k141_299144	k141_299144_121	122346	123467	+	CAZyme|GT28_e57
CGC1206	TC	k141_299390	k141_299390_4	2538	3770	-	TC|2.A.1.24.4
CGC1206	null	k141_299390	k141_299390_5	3724	4590	-	null
CGC1206	TC	k141_299390	k141_299390_6	4779	6335	-	TC|3.A.1.211.25
CGC1206	null	k141_299390	k141_299390_7	6512	6904	-	null
CGC1206	null	k141_299390	k141_299390_8	6932	7360	-	null
CGC1206	STP	k141_299390	k141_299390_9	7546	10089	-	STP|HD+TC|8.A.85.3.3+STP|GGDEF
CGC1206	null	k141_299390	k141_299390_10	10099	11715	-	null
CGC1206	null	k141_299390	k141_299390_11	11733	12305	-	null
CGC1206	CAZyme	k141_299390	k141_299390_12	12559	13863	+	CAZyme|GH13_20
CGC1207	TC	k141_299406	k141_299406_4	2871	4550	-	TC|8.A.9.1.2+CAZyme|GH13_31
CGC1207	TC	k141_299406	k141_299406_5	4540	4962	-	TC|4.A.6.1.21
CGC1207	TC	k141_299406	k141_299406_6	4987	5808	-	TC|4.A.6.1.13
CGC1207	TC	k141_299406	k141_299406_7	5801	6598	-	TC|4.A.6.1.13
CGC1207	TC	k141_299406	k141_299406_8	6617	7243	-	TC|4.A.6.1.16
CGC1207	null	k141_299406	k141_299406_9	7401	8657	-	null
CGC1207	TC	k141_299406	k141_299406_10	8788	10149	-	TC|4.A.3.2.6
CGC1208	CAZyme	k141_299483	k141_299483_7	6975	9743	-	CAZyme|GH3_e14
CGC1208	STP	k141_299483	k141_299483_8	10148	11815	-	STP|HisKA+STP|HATPase_c
CGC1208	null	k141_299483	k141_299483_9	12032	12703	-	null
CGC1208	TC	k141_299483	k141_299483_10	12706	13464	-	TC|3.A.1.7.5
CGC1208	TC	k141_299483	k141_299483_11	13470	14063	-	TC|3.A.1.7.5
CGC1209	TC	k141_299543	k141_299543_1	2	1216	+	TC|2.A.3.8.12
CGC1209	CAZyme	k141_299543	k141_299543_2	1428	2426	+	CAZyme|CBM50_e143|GH23_e32
CGC1210	CAZyme	k141_299626	k141_299626_2	580	2934	+	CAZyme|GH31_3
CGC1210	CAZyme	k141_299626	k141_299626_3	2938	4899	+	CAZyme|GH127_e0
CGC1210	null	k141_299626	k141_299626_4	5128	5592	+	null
CGC1210	null	k141_299626	k141_299626_5	5599	6612	+	null
CGC1210	TC	k141_299626	k141_299626_6	6620	7810	+	TC|3.A.7.15.1
CGC1210	null	k141_299626	k141_299626_7	7807	8580	+	null
CGC1210	null	k141_299626	k141_299626_8	8589	9620	+	null
CGC1210	TC	k141_299626	k141_299626_9	9642	9830	+	TC|1.E.52.1.1
CGC1211	TC	k141_299897	k141_299897_1	2	826	+	TC|3.A.11.1.5
CGC1211	CAZyme	k141_299897	k141_299897_2	872	1885	-	CAZyme|GH25_e123
CGC1212	CAZyme	k141_299971	k141_299971_1	76	1701	-	CAZyme|GH13_29+TC|8.A.9.1.2
CGC1212	TC	k141_299971	k141_299971_2	1765	2406	-	TC|4.A.1.2.11
CGC1212	TC	k141_299971	k141_299971_3	2478	3074	-	TC|4.A.1.2.13
CGC1213	TC	k141_300000	k141_300000_3	2007	2921	+	TC|3.A.1.1.59
CGC1213	TC	k141_300000	k141_300000_4	2934	3836	+	TC|3.A.1.1.59
CGC1213	TC	k141_300000	k141_300000_5	3845	5545	+	TC|3.A.1.1.59
CGC1213	CAZyme	k141_300000	k141_300000_6	5598	7064	+	CAZyme|GH32_e71
CGC1213	STP	k141_300000	k141_300000_7	7174	8121	+	STP|PfkB
CGC1213	null	k141_300000	k141_300000_8	8276	9973	+	null
CGC1213	TC	k141_300000	k141_300000_9	9974	12112	+	TC|2.A.53.4.2
CGC1213	TC	k141_300000	k141_300000_10	12109	13926	+	TC|2.A.16.2.2
CGC1214	TC	k141_300089	k141_300089_6	5834	6853	-	TC|5.B.14.1.1
CGC1214	null	k141_300089	k141_300089_7	6875	7570	-	null
CGC1214	null	k141_300089	k141_300089_8	7521	8000	-	null
CGC1214	CAZyme	k141_300089	k141_300089_9	7988	8959	-	CAZyme|GT2+TC|4.D.1.1.13
CGC1215	TC	k141_30014	k141_30014_3	930	2834	+	TC|3.A.7.13.2
CGC1215	null	k141_30014	k141_30014_4	2837	3421	+	null
CGC1215	CAZyme	k141_30014	k141_30014_5	3430	4623	+	CAZyme|GH23_e84+TC|3.A.7.14.2
CGC1215	TC	k141_30014	k141_30014_6	4703	6790	+	TC|3.A.7.7.1
CGC1216	CAZyme	k141_300241	k141_300241_7	5907	7703	-	CAZyme|PL33_1
CGC1216	TF	k141_300241	k141_300241_8	7839	9101	-	TF|0036286+STP|Response_reg+STP|HTH_18+TF|HTH_AraC
CGC1216	TC	k141_300241	k141_300241_9	9073	10896	-	TC|9.B.33.1.7
CGC1217	CAZyme	k141_300315	k141_300315_1	1	1014	-	CAZyme|GT9_e146
CGC1217	TC	k141_300315	k141_300315_2	1329	1502	+	TC|2.A.1.6.6
CGC1218	CAZyme	k141_300330	k141_300330_1	1	456	+	CAZyme|GT2
CGC1218	TC	k141_300330	k141_300330_2	467	1048	+	TC|9.B.144.1.5
CGC1219	CAZyme	k141_300452	k141_300452_3	1591	2691	+	CAZyme|GT4_e3619
CGC1219	TC	k141_300452	k141_300452_4	2703	3674	+	TC|4.D.1.1.3+CAZyme|GT2
CGC1219	null	k141_300452	k141_300452_5	3671	4933	+	null
CGC1219	CAZyme	k141_300452	k141_300452_6	4935	5759	+	CAZyme|GT111_e20
CGC1220	CAZyme	k141_300593	k141_300593_85	85136	87145	-	CAZyme|GH42_e0
CGC1220	TC	k141_300593	k141_300593_86	87163	88395	-	TC|2.A.1.5.2
CGC1220	TC	k141_300593	k141_300593_87	88597	89934	-	TC|1.A.112.2.12
CGC1220	null	k141_300593	k141_300593_88	90115	90753	-	null
CGC1220	TC	k141_300593	k141_300593_89	90962	92695	+	TC|1.B.33.2.4
CGC1220	TC	k141_300593	k141_300593_90	92692	96468	+	TC|9.B.121.6.2
CGC1221	TC	k141_300593	k141_300593_122	126264	126572	+	TC|4.A.3.2.9
CGC1221	CAZyme	k141_300593	k141_300593_123	126663	127970	+	CAZyme|GH4_e24
CGC1221	TC	k141_300593	k141_300593_124	127997	129349	+	TC|4.A.3.2.2
CGC1221	CAZyme	k141_300593	k141_300593_125	129405	131060	-	CAZyme|GH13_29+TC|8.A.9.1.1
CGC1221	TC	k141_300593	k141_300593_126	131112	132530	-	TC|4.A.1.2.4
CGC1221	TF	k141_300593	k141_300593_127	132661	133608	-	TF|LacI+STP|Peripla_BP_3
CGC1221	TC	k141_300593	k141_300593_128	133988	136696	+	TC|3.A.3.4.1
CGC1222	TC	k141_300665	k141_300665_23	26186	28078	+	TC|3.A.1.211.25
CGC1222	CAZyme	k141_300665	k141_300665_24	28425	29141	+	CAZyme|GT111_e25
CGC1222	CAZyme	k141_300665	k141_300665_25	29138	30031	+	CAZyme|GT2
CGC1222	null	k141_300665	k141_300665_26	30028	31872	+	null
CGC1222	TC	k141_300665	k141_300665_27	31919	32953	+	TC|4.D.2.1.6+CAZyme|GT2
CGC1223	TC	k141_300737	k141_300737_3	843	1493	-	TC|3.E.1.5.3+STP|Response_reg+STP|Trans_reg_C+TF|Trans_reg_C
CGC1223	null	k141_300737	k141_300737_4	1493	2134	-	null
CGC1223	TC	k141_300737	k141_300737_5	2124	3563	-	TC|9.B.238.3.1
CGC1223	CAZyme	k141_300737	k141_300737_6	3605	4465	-	CAZyme|CE4_e47
CGC1224	TC	k141_301391	k141_301391_2	658	3258	+	TC|1.B.18.1.2
CGC1224	null	k141_301391	k141_301391_3	3328	4791	+	null
CGC1224	CAZyme	k141_301391	k141_301391_4	4826	6130	-	CAZyme|GH29_e63
CGC1224	TC	k141_301391	k141_301391_5	6159	7364	-	TC|2.A.40.1.4
CGC1225	TC	k141_301391	k141_301391_13	14504	15262	+	TC|2.A.6.8.3
CGC1225	CAZyme	k141_301391	k141_301391_14	15372	16121	+	CAZyme|GT2+TC|9.B.27.2.12
CGC1225	TC	k141_301391	k141_301391_15	16130	19642	+	TC|3.A.11.1.5
CGC1225	TC	k141_301391	k141_301391_16	19757	21778	+	TC|1.B.14.3.1
CGC1225	null	k141_301391	k141_301391_17	21775	22965	-	null
CGC1225	TC	k141_301391	k141_301391_18	23286	25190	+	TC|1.A.33.1.2
CGC1226	TC	k141_301572	k141_301572_3	1390	3348	+	TC|9.B.321.1.2
CGC1226	CAZyme	k141_301572	k141_301572_4	3365	6235	+	CAZyme|GT119+TC|2.A.103.1.7
CGC1227	TC	k141_301818	k141_301818_1	2	478	+	TC|3.A.1.1.34
CGC1227	CAZyme	k141_301818	k141_301818_2	565	1731	+	CAZyme|GH88_e26
CGC1228	TC	k141_301921	k141_301921_16	11225	12310	-	TC|8.A.85.3.1
CGC1228	CAZyme	k141_301921	k141_301921_17	12489	14357	+	CAZyme|GH13_11
CGC1229	TC	k141_302069	k141_302069_1	170	2272	+	TC|2.A.130.1.2
CGC1229	null	k141_302069	k141_302069_2	2299	3201	-	null
CGC1229	CAZyme	k141_302069	k141_302069_3	3353	4123	+	CAZyme|GT32_e128
CGC1229	null	k141_302069	k141_302069_4	4144	5256	-	null
CGC1229	CAZyme	k141_302069	k141_302069_5	5302	6477	-	CAZyme|GT2
CGC1229	CAZyme	k141_302069	k141_302069_6	6497	7462	-	CAZyme|GT8_e228
CGC1230	CAZyme	k141_302265	k141_302265_1	3	1337	-	CAZyme|CBM34_e11|GH13_39+TC|8.A.9.1.3
CGC1230	TC	k141_302265	k141_302265_2	1756	3618	-	TC|3.A.29.1.7
CGC1231	CAZyme	k141_302372	k141_302372_1	3	881	+	CAZyme|GT4_e1744+TC|2.A.66.6.2
CGC1231	null	k141_302372	k141_302372_2	905	2350	+	null
CGC1231	null	k141_302372	k141_302372_3	2417	2737	+	null
CGC1231	CAZyme	k141_302372	k141_302372_4	2734	3981	+	CAZyme|GT4_e2909
CGC1231	null	k141_302372	k141_302372_5	3944	4051	+	null
CGC1231	CAZyme	k141_302372	k141_302372_6	4005	4790	+	CAZyme|GT2
CGC1232	TC	k141_302636	k141_302636_1	3	71	-	TC|3.A.7.6.1
CGC1232	null	k141_302636	k141_302636_2	81	362	-	null
CGC1232	CAZyme	k141_302636	k141_302636_3	371	1105	-	CAZyme|GH23_e477
CGC1233	TC	k141_303089	k141_303089_1	2	1201	+	TC|9.B.18.1.2
CGC1233	CAZyme	k141_303089	k141_303089_2	1350	2303	+	CAZyme|GT4_e239
CGC1234	TC	k141_303288	k141_303288_1	2	979	-	TC|2.A.66.1.40
CGC1234	null	k141_303288	k141_303288_2	1074	2516	+	null
CGC1234	null	k141_303288	k141_303288_3	2503	3837	-	null
CGC1234	CAZyme	k141_303288	k141_303288_4	3812	4621	-	CAZyme|GT2
CGC1235	CAZyme	k141_303385	k141_303385_2	820	2022	+	CAZyme|CBM48_e68|CE1_e22
CGC1235	CAZyme	k141_303385	k141_303385_3	2101	3327	+	CAZyme|CBM48_e68|CE1_e22
CGC1235	CAZyme	k141_303385	k141_303385_4	3375	5720	+	CAZyme|GH3_e165
CGC1235	STP	k141_303385	k141_303385_5	5859	7058	-	STP|PALP
CGC1235	CAZyme	k141_303385	k141_303385_6	7226	9187	+	CAZyme|GH97_e18
CGC1235	null	k141_303385	k141_303385_7	9313	10125	-	null
CGC1235	CAZyme	k141_303385	k141_303385_8	10341	12416	+	CAZyme|GH127_e4
CGC1235	TC	k141_303385	k141_303385_9	13439	14779	-	TC|2.A.1.4.6
CGC1236	CAZyme	k141_303626	k141_303626_1	174	2096	+	CAZyme|GH2_e128
CGC1236	TC	k141_303626	k141_303626_2	2212	2577	-	TC|3.A.1.155.1
CGC1237	TC	k141_303872	k141_303872_7	6583	7548	+	TC|9.B.18.2.4
CGC1237	null	k141_303872	k141_303872_8	7548	8042	+	null
CGC1237	CAZyme	k141_303872	k141_303872_9	8114	9157	+	CAZyme|GT9_e90
CGC1238	TC	k141_30392	k141_30392_1	3	1262	+	TC|4.A.1.2.2
CGC1238	TC	k141_30392	k141_30392_2	1363	2796	+	TC|8.A.49.1.1+CAZyme|GH1_e0
CGC1239	TC	k141_303964	k141_303964_2	411	1151	-	TC|4.D.1.1.3+CAZyme|GT2
CGC1239	null	k141_303964	k141_303964_3	1176	2258	-	null
CGC1239	CAZyme	k141_303964	k141_303964_4	2255	2935	-	CAZyme|GT25_e121
CGC1240	CAZyme	k141_304183	k141_304183_5	6239	7024	+	CAZyme|GT8_e232
CGC1240	TC	k141_304183	k141_304183_6	7021	8379	+	TC|2.A.22.5.3
CGC1240	null	k141_304183	k141_304183_7	8391	9332	+	null
CGC1240	TC	k141_304183	k141_304183_8	9391	10704	+	TC|2.A.66.1.33
CGC1241	CAZyme	k141_304321	k141_304321_1	1	1629	+	CAZyme|GH36_e0
CGC1241	STP	k141_304321	k141_304321_2	1713	2618	-	STP|HTH_18+STP|AraC_binding+TF|0035607+TF|HTH_AraC
CGC1241	STP	k141_304321	k141_304321_3	2861	4126	+	STP|SBP_bac_1
CGC1241	TC	k141_304321	k141_304321_4	4292	5185	+	TC|3.A.1.1.50
CGC1241	TC	k141_304321	k141_304321_5	5198	6022	+	TC|3.A.1.1.61
CGC1241	TC	k141_304321	k141_304321_6	6226	6891	+	TC|9.B.28.1.2
CGC1241	CAZyme	k141_304321	k141_304321_7	7019	9220	+	CAZyme|GH36_e0
CGC1242	TC	k141_304627	k141_304627_2	352	1521	+	TC|2.A.4.7.10
CGC1242	CAZyme	k141_304627	k141_304627_3	1511	2110	-	CAZyme|GH25_e146
CGC1243	CAZyme	k141_304718	k141_304718_10	6781	7497	-	CAZyme|GH73_e94
CGC1243	null	k141_304718	k141_304718_11	7841	8053	+	null
CGC1243	TC	k141_304718	k141_304718_12	8121	8933	-	TC|3.A.1.132.3
CGC1243	TC	k141_304718	k141_304718_13	9182	9700	+	TC|3.A.1.28.2
CGC1244	TC	k141_304807	k141_304807_2	956	2278	+	TC|3.A.1.1.20
CGC1244	TC	k141_304807	k141_304807_3	2302	3177	+	TC|3.A.1.1.20
CGC1244	TC	k141_304807	k141_304807_4	3149	4000	+	TC|3.A.1.1.20
CGC1244	TC	k141_304807	k141_304807_5	4004	5098	+	TC|3.A.1.1.62
CGC1244	CAZyme	k141_304807	k141_304807_6	5126	6325	+	CAZyme|GH32_e71
CGC1245	TC	k141_304902	k141_304902_1	54	368	+	TC|2.A.64.2.1
CGC1245	TC	k141_304902	k141_304902_2	524	1192	-	TC|3.A.7.14.2+CAZyme|GH73_e131
CGC1246	TC	k141_304928	k141_304928_5	3504	4289	+	TC|1.B.44.1.2
CGC1246	CAZyme	k141_304928	k141_304928_6	4291	6429	-	CAZyme|GH43_10|CBM91_e37
CGC1246	CAZyme	k141_304928	k141_304928_7	6548	7801	-	CAZyme|GH95_e1
CGC1247	CAZyme	k141_304965	k141_304965_4	3172	4029	-	CAZyme|GT2
CGC1247	null	k141_304965	k141_304965_5	4032	4730	-	null
CGC1247	CAZyme	k141_304965	k141_304965_6	4746	6095	-	CAZyme|GT4_e591
CGC1247	CAZyme	k141_304965	k141_304965_7	6095	7333	-	CAZyme|GT4_e510
CGC1247	TC	k141_304965	k141_304965_8	7763	8437	-	TC|9.B.18.1.6
CGC1248	TC	k141_305587	k141_305587_49	40566	42923	-	TC|3.A.23.5.1
CGC1248	null	k141_305587	k141_305587_50	43367	43627	-	null
CGC1248	CAZyme	k141_305587	k141_305587_51	43631	44650	-	CAZyme|GH19_e20
CGC1249	TC	k141_305833	k141_305833_6	3886	4935	+	TC|9.B.104.1.3
CGC1249	STP	k141_305833	k141_305833_7	4966	5616	-	STP|HATPase_c
CGC1249	null	k141_305833	k141_305833_8	5780	6196	+	null
CGC1249	CAZyme	k141_305833	k141_305833_9	6228	7316	-	CAZyme|GT28_e30
CGC1249	null	k141_305833	k141_305833_10	7525	7839	+	null
CGC1249	null	k141_305833	k141_305833_11	7982	9253	+	null
CGC1249	TC	k141_305833	k141_305833_12	9430	10356	+	TC|8.A.21.2.10
CGC1250	CAZyme	k141_305938	k141_305938_3	1104	2576	-	CAZyme|GH1_e85
CGC1250	TC	k141_305938	k141_305938_4	2651	3586	-	TC|4.A.3.2.2
CGC1251	CAZyme	k141_305989	k141_305989_3	2310	4625	+	CAZyme|GH95_e1
CGC1251	TC	k141_305989	k141_305989_4	4657	6495	-	TC|9.B.304.1.11+STP|dCache_1
CGC1252	TC	k141_306068	k141_306068_2	743	1843	-	TC|9.A.8.1.12
CGC1252	null	k141_306068	k141_306068_3	1902	2408	+	null
CGC1252	CAZyme	k141_306068	k141_306068_4	2442	3164	+	CAZyme|CE4_e347
CGC1253	TC	k141_306072	k141_306072_1	139	1998	+	TC|3.A.1.106.2
CGC1253	null	k141_306072	k141_306072_2	2009	3010	+	null
CGC1253	CAZyme	k141_306072	k141_306072_3	3049	3867	+	CAZyme|GT11_e30
CGC1253	CAZyme	k141_306072	k141_306072_4	3875	4780	+	CAZyme|GT32_e106
CGC1254	CAZyme	k141_306135	k141_306135_1	2	706	+	CAZyme|GH3_e165
CGC1254	TC	k141_306135	k141_306135_2	841	1173	+	TC|3.A.1.24.6
CGC1255	TC	k141_30619	k141_30619_12	10100	11218	-	TC|2.A.45.2.6
CGC1255	null	k141_30619	k141_30619_13	11246	11521	-	null
CGC1255	TF	k141_30619	k141_30619_14	12950	14167	-	TF|0036286+STP|HTH_18
CGC1255	TC	k141_30619	k141_30619_15	14351	15763	+	TC|2.A.1.3.39
CGC1255	null	k141_30619	k141_30619_16	15928	17391	+	null
CGC1255	CAZyme	k141_30619	k141_30619_17	17639	19039	+	CAZyme|GH43_24
CGC1255	CAZyme	k141_30619	k141_30619_18	19067	21232	+	CAZyme|GH2_e100
CGC1255	null	k141_30619	k141_30619_19	21403	21498	+	null
CGC1255	TC	k141_30619	k141_30619_20	21801	23306	-	TC|9.B.111.1.5
CGC1256	CAZyme	k141_306252	k141_306252_12	9748	10890	+	CAZyme|GT4_e2557
CGC1256	CAZyme	k141_306252	k141_306252_13	10880	11653	+	CAZyme|GT2
CGC1256	TC	k141_306252	k141_306252_14	11688	13196	-	TC|9.A.18.1.1
CGC1256	TC	k141_306252	k141_306252_15	13314	14150	+	TC|2.A.5.5.11
CGC1257	TC	k141_306644	k141_306644_3	2061	3734	-	TC|9.B.142.15.1
CGC1257	TC	k141_306644	k141_306644_4	3719	5626	-	TC|9.B.142.5.5+CAZyme|GT39_e29
CGC1258	TC	k141_306837	k141_306837_1	1	267	-	TC|9.B.325.1.8
CGC1258	null	k141_306837	k141_306837_2	378	1115	-	null
CGC1258	null	k141_306837	k141_306837_3	1120	2301	-	null
CGC1258	CAZyme	k141_306837	k141_306837_4	2609	4126	+	CAZyme|GH77_e1
CGC1259	CAZyme	k141_307001	k141_307001_2	700	2142	+	CAZyme|GT5_e9
CGC1259	CAZyme	k141_307001	k141_307001_3	2126	4072	+	CAZyme|GH13_9
CGC1259	null	k141_307001	k141_307001_4	4686	5645	+	null
CGC1259	null	k141_307001	k141_307001_5	5638	6546	+	null
CGC1259	TC	k141_307001	k141_307001_6	6546	7022	+	TC|5.A.1.2.10
CGC1260	TC	k141_307448	k141_307448_1	2	658	+	TC|3.A.1.1.31
CGC1260	CAZyme	k141_307448	k141_307448_2	674	1759	+	CAZyme|GH172_e0
CGC1261	TC	k141_307580	k141_307580_13	15759	18599	-	TC|3.A.1.122.27
CGC1261	null	k141_307580	k141_307580_14	18627	19049	-	null
CGC1261	CAZyme	k141_307580	k141_307580_15	19175	20569	+	CAZyme|CBM50_e800
CGC1262	TC	k141_308047	k141_308047_1	2	406	+	TC|1.E.19.1.11
CGC1262	CAZyme	k141_308047	k141_308047_2	403	1536	+	CAZyme|GH73_e135
CGC1263	CAZyme	k141_30816	k141_30816_1	1	660	+	CAZyme|GT113_e2
CGC1263	TC	k141_30816	k141_30816_2	885	1265	+	TC|3.A.5.10.1
CGC1264	TC	k141_309359	k141_309359_1	2	382	-	TC|9.B.18.1.4
CGC1264	CAZyme	k141_309359	k141_309359_2	677	2047	-	CAZyme|GT126
CGC1265	CAZyme	k141_309420	k141_309420_1	1	1275	-	CAZyme|GH32_e67
CGC1265	TC	k141_309420	k141_309420_2	1292	2338	-	TC|4.A.1.2.11
CGC1266	CAZyme	k141_309726	k141_309726_1	332	1222	-	CAZyme|CBM32_e47
CGC1266	null	k141_309726	k141_309726_2	1257	3227	-	null
CGC1266	TC	k141_309726	k141_309726_3	3235	5844	-	TC|1.B.14.6.17
CGC1267	CAZyme	k141_310109	k141_310109_2	189	2150	-	CAZyme|GH120_e2|GH120_e2
CGC1267	TC	k141_310109	k141_310109_3	2261	3670	-	TC|2.A.66.1.10
CGC1267	null	k141_310109	k141_310109_4	3667	3816	-	null
CGC1267	CAZyme	k141_310109	k141_310109_5	3759	4535	-	CAZyme|CE1_e38
CGC1267	null	k141_310109	k141_310109_6	4537	5331	-	null
CGC1267	CAZyme	k141_310109	k141_310109_7	5347	6402	-	CAZyme|GH51_1
CGC1268	TC	k141_310180	k141_310180_1	1	1545	+	TC|4.D.1.3.4+CAZyme|GT2
CGC1268	TC	k141_310180	k141_310180_2	1562	3586	+	TC|4.D.1.3.4+CAZyme|GT2|GT2
CGC1269	CAZyme	k141_310577	k141_310577_24	14874	15806	+	CAZyme|GT2+TC|4.D.1.1.14
CGC1269	TC	k141_310577	k141_310577_25	15806	17242	+	TC|9.B.18.1.3
CGC1270	TC	k141_310601	k141_310601_1	2	556	-	TC|9.B.97.1.10
CGC1270	TC	k141_310601	k141_310601_2	572	1456	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC1271	CAZyme	k141_310680	k141_310680_2	1023	3287	+	CAZyme|GT35_e0
CGC1271	TC	k141_310680	k141_310680_3	3576	4883	+	TC|2.A.38.4.5
CGC1271	TC	k141_310680	k141_310680_4	4891	5562	+	TC|2.A.38.4.4
CGC1272	TC	k141_310945	k141_310945_3	2913	3569	-	TC|9.B.105.2.4
CGC1272	TC	k141_310945	k141_310945_4	3576	4901	-	TC|9.B.259.2.2
CGC1272	null	k141_310945	k141_310945_5	4905	5420	-	null
CGC1272	TC	k141_310945	k141_310945_6	5440	6126	-	TC|3.E.1.5.3+STP|Response_reg+STP|Trans_reg_C+TF|Trans_reg_C
CGC1272	CAZyme	k141_310945	k141_310945_7	6252	7208	-	CAZyme|GT2+TC|4.D.1.1.14
CGC1272	null	k141_310945	k141_310945_8	7211	8833	-	null
CGC1272	TC	k141_310945	k141_310945_9	8973	9416	-	TC|9.B.363.1.1
